measurement_id,observation_id,value,trait_id,standard_id,method_id
504,154,alive,9,26,12
504,29226,0.005,37,12,29
505,155,379,6,26,7
505,29226,0.223,38,12,29
506,155,4,7,28,9
506,29227,-0.096,37,12,29
507,155,15.5,10,48,5
507,29227,0.014,38,12,29
508,155,alive,9,26,12
508,29228,-0.049,37,12,29
509,156,399,6,26,7
509,29228,-0.045,38,12,29
510,156,0,7,28,9
510,29229,0.229,37,12,29
511,156,6.5,10,48,5
511,29229,1.264,38,12,29
512,157,399,6,26,7
512,29230,0.193,37,12,29
513,157,3,7,28,9
513,29230,0.254,38,12,29
514,157,dead,9,26,12
514,29231,0.501,37,12,29
515,158,399,6,26,7
515,29231,0.907,38,12,29
516,158,4,7,28,9
516,29232,0.085,37,12,29
517,158,dead,9,26,12
517,29232,0.387,38,12,29
518,160,304,6,26,7
518,29233,0.755,37,12,29
519,160,0,7,28,9
519,29233,0.639,38,12,29
520,160,12,10,48,5
520,29234,0.085,37,12,29
521,161,304,6,26,7
521,29234,0.305,38,12,29
522,161,3,7,28,9
522,29235,0.293,37,12,29
523,161,30.5,10,48,5
523,29235,0.191,38,12,29
524,161,alive,9,26,12
524,29236,0.02,37,12,29
525,162,304,6,26,7
525,29236,0.297,38,12,29
526,162,4,7,28,9
526,29237,0.118,37,12,29
527,162,29,10,48,5
527,29237,0.471,38,12,29
528,162,alive,9,26,12
528,29238,0.28,37,12,29
529,163,304,6,26,7
529,29238,0.345,38,12,29
530,163,5,7,28,9
530,29239,-0.059,37,12,29
531,163,dead,9,26,12
531,29239,0.445,38,12,29
532,164,319,6,26,7
532,29240,0.267,37,12,29
533,164,0,7,28,9
533,29240,0.403,38,12,29
534,164,12,10,48,5
534,29241,0.788,38,12,29
535,165,319,6,26,7
535,29243,0.154,37,12,29
536,165,3,7,28,9
536,29243,0.624,38,12,29
537,165,dead,9,26,12
537,29244,0.158,37,12,29
538,166,319,6,26,7
538,29244,0.266,38,12,29
539,166,4,7,28,9
539,29245,0.178,37,12,29
540,166,dead,9,26,12
540,29245,0.497,38,12,29
541,167,319,6,26,7
541,29246,0.79,37,12,29
542,167,5,7,28,9
542,29246,0.908,38,12,29
543,167,dead,9,26,12
543,29247,-0.191,37,12,29
544,168,326,6,26,7
544,29247,0.286,38,12,29
545,168,0,7,28,9
545,29248,0.197,37,12,29
546,168,10.5,10,48,5
546,29248,1.534,38,12,29
547,169,326,6,26,7
547,29249,-0.118,37,12,29
548,169,3,7,28,9
548,29249,0.689,38,12,29
549,169,20.5,10,48,5
549,29250,0.436,37,12,29
550,169,alive,9,26,12
550,29250,0.708,38,12,29
551,170,326,6,26,7
551,29251,0.659,37,12,29
552,170,4,7,28,9
552,29251,0.827,38,12,29
553,170,24.5,10,48,5
553,29252,0.656,37,12,29
554,170,alive,9,26,12
554,29252,1.236,38,12,29
555,171,326,6,26,7
555,29253,0.739,37,12,29
556,171,5,7,28,9
556,29253,0.516,38,12,29
557,171,dead,9,26,12
557,29254,0.275,37,12,29
558,172,333,6,26,7
558,29254,0.797,38,12,29
559,172,0,7,28,9
559,28822,-0.804783796388833,39,62,30
560,172,6,10,48,5
560,28822,0.707575454727164,40,62,30
561,173,333,6,26,7
561,28823,-0.573402534375843,39,62,30
562,173,3,7,28,9
562,28823,0.420059315179294,40,62,30
563,173,14.5,10,48,5
563,28824,-1.01490805213355,39,62,30
564,173,alive,9,26,12
564,28824,0.62131762185324,40,62,30
565,174,333,6,26,7
565,28825,-1.00269636576788,39,62,30
566,174,4,7,28,9
566,28825,0.742555685814771,40,62,30
567,174,dead,9,26,12
567,28826,-0.839112697603264,39,62,30
568,175,333,6,26,7
568,28826,0.622259051504335,40,62,30
569,175,5,7,28,9
569,28827,-0.548742028172962,39,62,30
570,175,dead,9,26,12
570,28827,0.548812110168898,40,62,30
571,176,336,6,26,7
571,28828,-1.00873209919665,39,62,30
572,176,0,7,28,9
572,28828,0.443765281173594,40,62,30
573,176,8,10,48,5
573,28829,-1.26295652173913,39,62,30
574,177,336,6,26,7
574,28829,0.727130434782609,40,62,30
575,177,3,7,28,9
575,28830,-0.969632392115077,39,62,30
576,177,19.5,10,48,5
576,28830,0.489291422482685,40,62,30
577,177,alive,9,26,12
577,28831,-0.655340397028377,39,62,30
578,178,336,6,26,7
578,28831,0.93326026062599,40,62,30
579,178,5,7,28,9
579,28832,-0.868546195652174,39,62,30
580,178,dead,9,26,12
580,28832,0.762058423913043,40,62,30
581,179,356,6,26,7
581,28833,-0.726679196755367,39,62,30
582,179,0,7,28,9
582,28833,0.760312592739143,40,62,30
583,179,6,10,48,5
583,28834,-0.884086744043983,39,62,30
584,180,356,6,26,7
584,28834,0.299786194257789,40,62,30
585,180,3,7,28,9
585,28835,-0.682491239968351,39,62,30
586,180,dead,9,26,12
586,28835,0.321917034022833,40,62,30
587,181,356,6,26,7
587,28836,-0.753257710696541,39,62,30
588,181,4,7,28,9
588,28836,0.494984531733383,40,62,30
589,181,dead,9,26,12
589,28837,-0.801759346528432,39,62,30
590,182,356,6,26,7
590,28837,0.607917059377945,40,62,30
591,182,5,7,28,9
591,28838,-0.514285714285714,39,62,30
592,182,dead,9,26,12
592,28838,0.381950844854071,40,62,30
593,183,361,6,26,7
593,28839,-0.664142283419392,39,62,30
594,183,0,7,28,9
594,28839,0.408146873207114,40,62,30
595,183,6.5,10,48,5
595,28840,-0.634001895135818,39,62,30
596,184,361,6,26,7
596,28840,0.162271004421984,40,62,30
597,184,3,7,28,9
597,28841,-0.780709469363823,39,62,30
598,184,dead,9,26,12
598,28841,0.278657285253591,40,62,30
599,185,361,6,26,7
599,28842,-0.703016759776536,39,62,30
600,185,4,7,28,9
600,28842,0.548379888268157,40,62,30
601,185,dead,9,26,12
601,28843,-0.649692447312695,39,62,30
602,186,361,6,26,7
602,28843,0.382272864777655,40,62,30
603,186,5,7,28,9
603,28844,-0.633423765599566,39,62,30
604,186,dead,9,26,12
604,28844,0.496256104177971,40,62,30
605,187,381,6,26,7
605,28845,-0.634978016609673,39,62,30
606,187,0,7,28,9
606,28845,0.398632144601856,40,62,30
607,187,10,10,48,5
607,28846,-1.40096702784574,39,62,30
608,188,381,6,26,7
608,28846,0.465746242572527,40,62,30
609,188,3,7,28,9
609,28847,-0.5767929089444,39,62,30
610,188,dead,9,26,12
610,28847,0.467284448025786,40,62,30
611,189,381,6,26,7
611,28848,-0.794593125933976,39,62,30
612,189,4,7,28,9
612,28848,0.305597065616085,40,62,30
613,189,dead,9,26,12
613,28849,-0.910308090987619,39,62,30
614,190,381,6,26,7
614,28849,0.347394183702851,40,62,30
615,190,5,7,28,9
615,28850,-1.57846843063139,39,62,30
616,190,dead,9,26,12
616,28850,0.51154976900462,40,62,30
617,191,385,6,26,7
617,28851,-1.69823153141854,39,62,30
618,191,0,7,28,9
618,28851,0.304276934654459,40,62,30
619,191,8.5,10,48,5
619,28852,-0.884094052558783,39,62,30
620,192,385,6,26,7
620,28852,0.101936376210235,40,62,30
621,192,3,7,28,9
621,28853,-0.734140037593985,39,62,30
622,192,dead,9,26,12
622,28853,0.400140977443609,40,62,30
623,193,385,6,26,7
623,28854,-0.885532331809275,39,62,30
624,193,4,7,28,9
624,28854,0.0220444154147616,40,62,30
625,193,dead,9,26,12
625,28855,-1.77063953488372,39,62,30
626,194,385,6,26,7
626,28855,0.872529069767442,40,62,30
627,194,5,7,28,9
627,28856,-0.911667238029939,39,62,30
628,194,dead,9,26,12
628,28856,-0.000914181236430122,40,62,30
629,195,386,6,26,7
629,28857,-0.954861441767451,39,62,30
630,195,0,7,28,9
630,28857,0.120940862774974,40,62,30
631,195,6,10,48,5
631,28858,-1.12614995400184,39,62,30
632,196,386,6,26,7
632,28858,0.479645814167433,40,62,30
633,196,3,7,28,9
633,28859,-1.25856094578068,39,62,30
634,196,dead,9,26,12
634,28859,0.520383204239707,40,62,30
635,197,386,6,26,7
635,28860,-1.3408873284392,39,62,30
636,197,4,7,28,9
636,28860,0.377167783806788,40,62,30
637,197,dead,9,26,12
637,28861,-1.10204441311244,39,62,30
638,199,301,6,26,7
638,28861,0.432499118787452,40,62,30
639,199,0,7,28,9
639,28862,-1.41770351937433,39,62,30
640,199,7.5,10,48,5
640,28862,0.629458466642967,40,62,30
641,200,301,6,26,7
641,28863,-1.41248413522557,39,62,30
642,200,3,7,28,9
642,28863,0.467174339448483,40,62,30
643,200,11.5,10,48,5
643,28864,-1.31287128712871,39,62,30
644,200,alive,9,26,12
644,28864,0.358168316831683,40,62,30
645,201,301,6,26,7
645,28865,-1.02796782196827,39,62,30
646,201,4,7,28,9
646,28865,0.393128336215322,40,62,30
647,201,12.5,10,48,5
647,28866,-0.952681388012618,39,62,30
648,201,alive,9,26,12
648,28866,0.463547143357869,40,62,30
649,202,301,6,26,7
649,28867,-0.971017450760282,39,62,30
650,202,5,7,28,9
650,28867,0.265945504643331,40,62,30
651,202,12.5,10,48,5
651,28868,-1.2628813559322,39,62,30
652,202,alive,9,26,12
652,28868,0.474237288135593,40,62,30
653,203,311,6,26,7
653,28869,-0.882079326167578,39,62,30
654,203,0,7,28,9
654,28869,0.27607014897228,40,62,30
655,203,9,10,48,5
655,28870,-0.996461787302871,39,62,30
656,204,311,6,26,7
656,28870,0.407399919126567,40,62,30
657,204,3,7,28,9
657,28871,-1.10864715916546,39,62,30
658,204,19,10,48,5
658,28871,0.309408214145125,40,62,30
659,204,alive,9,26,12
659,28872,-1.17492285203833,39,62,30
660,205,311,6,26,7
660,28872,0.320773103784311,40,62,30
661,205,4,7,28,9
661,28873,-0.956439093933154,39,62,30
662,205,21,10,48,5
662,28873,-0.076587993030255,40,62,30
663,205,alive,9,26,12
663,28874,-0.850757575757576,39,62,30
664,206,311,6,26,7
664,28874,0.284848484848485,40,62,30
665,206,5,7,28,9
665,28875,-1.08589692369157,39,62,30
666,206,20.5,10,48,5
666,28875,0.243387934478626,40,62,30
667,206,alive,9,26,12
667,28876,-0.992548435171386,39,62,30
668,207,321,6,26,7
668,28876,0.466893761975729,40,62,30
669,207,0,7,28,9
669,28877,-1.25633802816901,39,62,30
670,207,11,10,48,5
670,28877,-0.0507042253521127,40,62,30
671,208,321,6,26,7
671,28878,-1.03080881382768,39,62,30
672,208,3,7,28,9
672,28878,0.203984694550732,40,62,30
673,208,dead,9,26,12
673,28879,-0.996617915904936,39,62,30
674,209,321,6,26,7
674,28879,0.086837294332724,40,62,30
675,209,4,7,28,9
675,28880,-1.18809170753964,39,62,30
676,209,dead,9,26,12
676,28880,0.428310710619368,40,62,30
677,210,321,6,26,7
677,28881,-1.21609657947686,39,62,30
678,210,5,7,28,9
678,28881,0.443058350100604,40,62,30
679,210,dead,9,26,12
679,28882,-1.16213858424726,39,62,30
680,211,330,6,26,7
680,28882,0.316799601196411,40,62,30
681,211,0,7,28,9
681,28883,-0.833044371668914,39,62,30
682,211,5,10,48,5
682,28883,0.160213189494638,40,62,30
683,212,330,6,26,7
683,28884,-1.10392519723386,39,62,30
684,212,3,7,28,9
684,28884,0.239700009739944,40,62,30
685,212,dead,9,26,12
685,28885,-0.952965235173824,39,62,30
686,213,330,6,26,7
686,28885,-0.182993601161026,40,62,30
687,213,4,7,28,9
687,28886,-0.808676047578325,39,62,30
688,213,dead,9,26,12
688,28886,0.257793671771748,40,62,30
689,214,330,6,26,7
689,28887,-0.690085097961607,39,62,30
690,214,5,7,28,9
690,28887,0.315720034303054,40,62,30
691,214,dead,9,26,12
691,28888,-0.914970658009739,39,62,30
692,215,347,6,26,7
692,28888,0.511924085403921,40,62,30
693,215,0,7,28,9
693,28889,-0.860220774039101,39,62,30
694,215,9,10,48,5
694,28889,0.285277297512967,40,62,30
695,216,347,6,26,7
695,28890,-0.812712104072398,39,62,30
696,216,3,7,28,9
696,28890,0.0617222850678733,40,62,30
697,216,dead,9,26,12
697,28891,-0.6935174246899,39,62,30
698,217,347,6,26,7
698,28891,0.138659184878913,40,62,30
699,217,4,7,28,9
699,28892,-1.18062397372742,39,62,30
700,217,dead,9,26,12
700,28892,0.172085385878489,40,62,30
701,218,347,6,26,7
701,28893,-0.969956227616395,39,62,30
702,218,5,7,28,9
702,28893,0.218563469956228,40,62,30
703,218,dead,9,26,12
703,28894,-0.918248622167789,39,62,30
704,219,360,6,26,7
704,28894,0.391814656052256,40,62,30
705,219,0,7,28,9
705,28895,-0.731019889970377,39,62,30
706,219,6,10,48,5
706,28895,0.265763859500635,40,62,30
707,220,360,6,26,7
707,28896,-1.03018159048215,39,62,30
708,220,3,7,28,9
708,28896,0.0100187852222918,40,62,30
709,220,dead,9,26,12
709,28897,-1.01603938383357,39,62,30
710,221,360,6,26,7
710,28897,-0.0348578688264253,40,62,30
711,221,4,7,28,9
711,28898,-0.952723703582529,39,62,30
712,221,dead,9,26,12
712,28898,-0.0576639947652544,40,62,30
713,222,360,6,26,7
713,28899,-0.803591651836272,39,62,30
714,222,5,7,28,9
714,28899,0.237502022326484,40,62,30
715,222,dead,9,26,12
715,28900,-0.761038961038961,39,62,30
716,223,369,6,26,7
716,28900,0.283116883116883,40,62,30
717,223,0,7,28,9
717,28901,-0.924164081351258,39,62,30
718,223,6,10,48,5
718,28901,0.525795702631277,40,62,30
719,224,369,6,26,7
719,28902,-2.00974884335757,39,62,30
720,224,3,7,28,9
720,28903,-1.1035221641891,39,62,30
721,224,dead,9,26,12
721,28903,0.0648185348868354,40,62,30
722,225,369,6,26,7
722,28904,-1.20129442738043,39,62,30
723,225,4,7,28,9
723,28904,-0.132404563405002,40,62,30
724,225,dead,9,26,12
724,28905,-0.81505376344086,39,62,30
725,226,369,6,26,7
725,28905,0.110008271298594,40,62,30
726,226,5,7,28,9
726,28906,-1.59452237808951,39,62,30
727,226,dead,9,26,12
727,28906,0.283901135604542,40,62,30
728,227,370,6,26,7
728,28907,-1.71986737162828,39,62,30
729,227,0,7,28,9
729,28908,-1.15167713483897,39,62,30
730,227,6.5,10,48,5
730,28908,0.232927970065482,40,62,30
731,228,370,6,26,7
731,28909,-1.0634338877925,39,62,30
732,228,3,7,28,9
732,28909,0.191147448548069,40,62,30
733,228,dead,9,26,12
733,28910,-1.44588235294118,39,62,30
734,229,370,6,26,7
734,28910,0.68841628959276,40,62,30
735,229,4,7,28,9
735,28911,-1.42248333917924,39,62,30
736,229,dead,9,26,12
736,28911,0.444230094703613,40,62,30
737,230,370,6,26,7
737,28912,-1.3341497880358,39,62,30
738,230,5,7,28,9
738,28912,0.317663683466792,40,62,30
739,230,dead,9,26,12
739,28913,-1.27475247524752,39,62,30
740,231,383,6,26,7
740,28913,0.335880327163151,40,62,30
741,231,0,7,28,9
741,28914,-0.870018460201976,39,62,30
742,231,6.5,10,48,5
742,28914,0.421001194483657,40,62,30
743,232,383,6,26,7
743,28915,-0.784388995521433,39,62,30
744,232,3,7,28,9
744,28915,0.757597568777991,40,62,30
745,232,dead,9,26,12
745,28916,-0.955746773202213,39,62,30
746,233,383,6,26,7
746,28916,0.403810694529809,40,62,30
747,233,4,7,28,9
747,28917,-0.951831687736458,39,62,30
748,233,dead,9,26,12
748,28917,0.235858632462859,40,62,30
749,235,310,6,26,7
749,28918,-0.941727493917275,39,62,30
750,235,0,7,28,9
750,28918,0.567396593673966,40,62,30
751,235,10,10,48,5
751,28919,-1.21369730253594,39,62,30
752,236,310,6,26,7
752,28919,0.472298497819415,40,62,30
753,236,3,7,28,9
753,28920,-0.808573452999528,39,62,30
754,236,dead,9,26,12
754,28920,0.596598960793576,40,62,30
755,237,310,6,26,7
755,28921,-1.02617163724893,39,62,30
756,237,4,7,28,9
756,28921,0.326841144248326,40,62,30
757,237,dead,9,26,12
757,28922,-1.04913393929,39,62,30
758,238,310,6,26,7
758,28922,0.539787343508832,40,62,30
759,238,5,7,28,9
759,28923,-1.1304760774071,39,62,30
760,238,dead,9,26,12
760,28923,0.571411611064941,40,62,30
761,239,314,6,26,7
761,28924,-0.880937460834691,39,62,30
762,239,0,7,28,9
762,28924,0.297343025441785,40,62,30
763,239,14,10,48,5
763,28925,-0.649120276896452,39,62,30
764,240,314,6,26,7
764,28925,0.101384482261321,40,62,30
765,240,3,7,28,9
765,28926,-0.838205757643383,39,62,30
766,240,dead,9,26,12
766,28926,0.524659674179871,40,62,30
767,241,314,6,26,7
767,28927,-1.00592248294475,39,62,30
768,241,4,7,28,9
768,28927,0.623884848939201,40,62,30
769,241,dead,9,26,12
769,28928,-1.22259083728278,39,62,30
770,242,314,6,26,7
770,28928,0.373301737756714,40,62,30
771,242,5,7,28,9
771,28929,-1.14255654918464,39,62,30
772,242,dead,9,26,12
772,28929,0.314571278274592,40,62,30
773,243,316,6,26,7
773,28930,-1.36075205640423,39,62,30
774,243,0,7,28,9
774,28930,0.583578143360752,40,62,30
775,243,7.5,10,48,5
775,28931,-0.972807991120977,39,62,30
776,244,316,6,26,7
776,28931,0.547407642302204,40,62,30
777,244,3,7,28,9
777,28932,-0.994754705337859,39,62,30
778,244,dead,9,26,12
778,28932,0.15242209194693,40,62,30
779,245,316,6,26,7
779,28933,-1.23225998807394,39,62,30
780,245,4,7,28,9
780,28933,0.208855098389982,40,62,30
781,245,dead,9,26,12
781,28934,-0.788744588744589,39,62,30
782,246,316,6,26,7
782,28934,0.19040959040959,40,62,30
783,246,5,7,28,9
783,28935,-0.848042741189767,39,62,30
784,246,dead,9,26,12
784,28935,0.0937532107263947,40,62,30
785,247,335,6,26,7
785,28936,-0.974770930086607,39,62,30
786,247,0,7,28,9
786,28936,0.296849504204845,40,62,30
787,247,7,10,48,5
787,28937,-0.78363196125908,39,62,30
788,248,335,6,26,7
788,28937,0.165423728813559,40,62,30
789,248,3,7,28,9
789,28938,-1.1973262776772,39,62,30
790,248,10,10,48,5
790,28938,0.158891519287007,40,62,30
791,248,alive,9,26,12
791,28939,-0.739785630903109,39,62,30
792,249,335,6,26,7
792,28939,0.407619654037992,40,62,30
793,249,4,7,28,9
793,28940,-0.78736122971819,39,62,30
794,249,10,10,48,5
794,28940,0.260986664914931,40,62,30
795,249,alive,9,26,12
795,28941,-0.78887241649952,39,62,30
796,250,335,6,26,7
796,28941,0.286735850702014,40,62,30
797,250,5,7,28,9
797,28942,-0.569284920340867,39,62,30
798,250,10,10,48,5
798,28942,0.2694516487588,40,62,30
799,250,alive,9,26,12
799,28943,-0.486158631415241,39,62,30
800,251,339,6,26,7
800,28943,0.811664074650078,40,62,30
801,251,0,7,28,9
801,28944,-0.710668588934943,39,62,30
802,251,7,10,48,5
802,28944,0.200306361506578,40,62,30
803,252,339,6,26,7
803,28945,-1.0211958241063,39,62,30
804,252,3,7,28,9
804,28945,0.676210060107561,40,62,30
805,252,6.5,10,48,5
805,28946,-0.822914102879646,39,62,30
806,252,alive,9,26,12
806,28946,0.528550332266798,40,62,30
807,253,339,6,26,7
807,28947,-0.483662688319311,39,62,30
808,253,4,7,28,9
808,28947,0.39512815495989,40,62,30
809,253,6,10,48,5
809,28948,-0.536420599177599,39,62,30
810,253,alive,9,26,12
810,28948,0.56549833561778,40,62,30
811,254,339,6,26,7
811,28949,-0.529332434254889,39,62,30
812,254,5,7,28,9
812,28949,0.515749927752625,40,62,30
813,254,6.5,10,48,5
813,28950,-1.29004252303331,39,62,30
814,254,alive,9,26,12
814,28950,0.377391920623671,40,62,30
815,255,351,6,26,7
815,28951,-0.675306211723535,39,62,30
816,255,0,7,28,9
816,28951,0.592410323709536,40,62,30
817,255,6,10,48,5
817,28952,-0.518499338281834,39,62,30
818,256,351,6,26,7
818,28952,0.259968928016572,40,62,30
819,256,3,7,28,9
819,28953,-0.670657643588409,39,62,30
820,256,dead,9,26,12
820,28953,0.50416449765747,40,62,30
821,257,351,6,26,7
821,28954,-0.822270149372953,39,62,30
822,257,4,7,28,9
822,28954,0.626088345714514,40,62,30
823,257,dead,9,26,12
823,28955,-1,39,62,30
824,258,351,6,26,7
824,28955,0.813441832429174,40,62,30
825,258,5,7,28,9
825,28956,-0.908760653905268,39,62,30
826,258,dead,9,26,12
826,28956,0.150482045549811,40,62,30
827,259,373,6,26,7
827,28957,-0.954742000576535,39,62,30
828,259,0,7,28,9
828,28957,0.0725473239165946,40,62,30
829,259,14,10,48,5
829,28958,-0.7921997363728,39,62,30
830,260,373,6,26,7
830,28958,-0.041947739784446,40,62,30
831,260,3,7,28,9
831,28959,-1.30286343612335,39,62,30
832,260,24.5,10,48,5
832,28959,1.01119676945668,40,62,30
833,260,alive,9,26,12
833,28960,-1.01501245574931,39,62,30
834,261,373,6,26,7
834,28960,0.138848826537302,40,62,30
835,261,4,7,28,9
835,28961,-0.935694112535303,39,62,30
836,261,30,10,48,5
836,28961,0.289593743210949,40,62,30
837,261,alive,9,26,12
837,29077,-0.89690636144978,39,62,30
838,262,373,6,26,7
838,29077,0.0727378286472588,40,62,30
839,262,5,7,28,9
839,29078,-0.614311635291449,39,62,30
840,262,25.5,10,48,5
840,29078,0.488772964391018,40,62,30
841,262,alive,9,26,12
841,29079,-0.711042402826855,39,62,30
842,263,389,6,26,7
842,29079,0.318904593639576,40,62,30
843,263,0,7,28,9
843,29080,-0.845646927789122,39,62,30
844,263,9,10,48,5
844,29080,0.324206422869872,40,62,30
845,264,389,6,26,7
845,29081,-1.0466752998142,39,62,30
846,264,3,7,28,9
846,29081,0.121164348854231,40,62,30
847,264,16,10,48,5
847,29082,-1.08028068506185,39,62,30
848,264,alive,9,26,12
848,29082,0.596574690770695,40,62,30
849,265,389,6,26,7
849,29083,-0.866401186850941,39,62,30
850,265,4,7,28,9
850,29083,0.241118138517998,40,62,30
851,265,16,10,48,5
851,29084,-1.68083647583133,39,62,30
852,265,alive,9,26,12
852,29084,-0.0726774082961947,40,62,30
853,266,389,6,26,7
853,29085,-1.22558788361897,39,62,30
854,266,5,7,28,9
854,29085,0.261193038395111,40,62,30
855,266,dead,9,26,12
855,29086,-0.965563909774436,39,62,30
856,267,393,6,26,7
856,29086,0.521353383458647,40,62,30
857,267,0,7,28,9
857,29087,-0.996333754740834,39,62,30
858,267,7,10,48,5
858,29087,0.605815423514539,40,62,30
859,268,393,6,26,7
859,29088,-2.1597510373444,39,62,30
860,268,3,7,28,9
860,29088,0.651452282157676,40,62,30
861,268,12,10,48,5
861,29089,-1.3630335681724,39,62,30
862,268,alive,9,26,12
862,29089,0.190081502970023,40,62,30
863,269,393,6,26,7
863,29090,-1.02061038446294,39,62,30
864,269,4,7,28,9
864,29090,0.680142687277051,40,62,30
865,269,15,10,48,5
865,29091,-1.15800544419698,39,62,30
866,269,alive,9,26,12
866,29091,0.270477604553328,40,62,30
867,270,393,6,26,7
867,29092,-1.42455418381344,39,62,30
868,270,5,7,28,9
868,29092,-0.0649291266575217,40,62,30
869,270,14.5,10,48,5
869,29094,-0.83158201984822,39,62,30
870,270,alive,9,26,12
870,29094,1.03254524226503,40,62,30
871,271,396,6,26,7
871,29095,-0.912449578291162,39,62,30
872,271,0,7,28,9
872,29095,0.701136780344701,40,62,30
873,271,5,10,48,5
873,29096,-0.839717934057557,39,62,30
874,272,396,6,26,7
874,29096,0.743472460453592,40,62,30
875,272,3,7,28,9
875,29097,-0.641346440274054,39,62,30
876,272,dead,9,26,12
876,29097,0.722669049746798,40,62,30
877,273,396,6,26,7
877,29098,-0.534164394234515,39,62,30
878,273,4,7,28,9
878,29098,0.619322165952474,40,62,30
879,273,dead,9,26,12
879,29099,-0.789612153101927,39,62,30
880,275,302,6,26,7
880,29099,0.210812187049139,40,62,30
881,275,0,7,28,9
881,29100,-0.902184058241553,39,62,30
882,275,11.5,10,48,5
882,29100,0.723539294381183,40,62,30
883,276,302,6,26,7
883,29101,-0.946005267778753,39,62,30
884,276,3,7,28,9
884,29101,0.998536728124085,40,62,30
885,276,18,10,48,5
885,29102,-0.656394873193346,39,62,30
886,276,alive,9,26,12
886,29102,1.12053449686392,40,62,30
887,277,302,6,26,7
887,29103,-0.525656090873482,39,62,30
888,277,4,7,28,9
888,29103,0.436192714453584,40,62,30
889,277,20.5,10,48,5
889,29104,-0.672985781990521,39,62,30
890,277,alive,9,26,12
890,29104,0.267466748203639,40,62,30
891,278,302,6,26,7
891,29126,-0.890711700844391,39,62,30
892,278,5,7,28,9
892,29126,0.185162846803378,40,62,30
893,278,20,10,48,5
893,29127,-0.729395147889664,39,62,30
894,278,alive,9,26,12
894,29127,0.243602525756065,40,62,30
895,279,318,6,26,7
895,29128,-0.855865334034719,39,62,30
896,279,0,7,28,9
896,29128,0.342075599308635,40,62,30
897,279,10,10,48,5
897,29129,-0.917771883289125,39,62,30
898,280,318,6,26,7
898,29129,0.230592396109637,40,62,30
899,280,3,7,28,9
899,29130,-0.720398123784464,39,62,30
900,280,26.5,10,48,5
900,29130,0.512069557258895,40,62,30
901,280,alive,9,26,12
901,29131,-1.03708791208791,39,62,30
902,281,318,6,26,7
902,29131,0.311202686202686,40,62,30
903,281,4,7,28,9
903,29132,-0.713736078299021,39,62,30
904,281,29.5,10,48,5
904,29132,0.136753290583868,40,62,30
905,281,alive,9,26,12
905,29133,-1.0703478396506,39,62,30
906,282,318,6,26,7
906,29133,0.41272812353767,40,62,30
907,282,5,7,28,9
907,29134,-1.11680613668061,39,62,30
908,282,30.5,10,48,5
908,29134,0.549337517433752,40,62,30
909,282,alive,9,26,12
909,29135,-0.732926152137701,39,62,30
910,283,328,6,26,7
910,29135,0.488756246529706,40,62,30
911,283,0,7,28,9
911,29136,-1.08667736757624,39,62,30
912,283,11.5,10,48,5
912,29136,0.500963081861958,40,62,30
913,284,328,6,26,7
913,29137,-0.814918414918415,39,62,30
914,284,3,7,28,9
914,29137,0.353659673659674,40,62,30
915,284,16,10,48,5
915,29162,-0.837278911564626,39,62,30
916,284,alive,9,26,12
916,29162,-0.244136054421769,40,62,30
917,285,328,6,26,7
917,29163,-1.0170865279299,39,62,30
918,285,4,7,28,9
918,29163,0.23789704271632,40,62,30
919,285,14,10,48,5
919,29165,-0.796702760706273,39,62,30
920,285,alive,9,26,12
920,29165,0.406399375670666,40,62,30
921,286,328,6,26,7
921,29166,-0.746850037058388,39,62,30
922,286,5,7,28,9
922,29166,0.0979164951000576,40,62,30
923,286,dead,9,26,12
923,29167,-0.841954553851838,39,62,30
924,287,349,6,26,7
924,29167,0.0920007389617587,40,62,30
925,287,0,7,28,9
925,29168,-0.633371169125993,39,62,30
926,287,11,10,48,5
926,29168,0.0880198121968837,40,62,30
927,288,349,6,26,7
927,29169,-0.850210970464135,39,62,30
928,288,3,7,28,9
928,29169,0.35702693930542,40,62,30
929,288,10.5,10,48,5
929,29170,-0.810825391116706,39,62,30
